title,artist,duration,date,popularity,danceability,tempo
Laugh Now Cry Later (feat. Lil Durk),Drake,261492,8/14/20,80,0.761,133.976
wokeuplikethis*,Playboi Carti,235535,4/14/17,75,0.785,78.477
20 Min,Lil Uzi Vert,220586,11/17/17,84,0.773,123.426
OUT WEST (feat. Young Thug),JACKBOYS,157712,12/27/19,77,0.802,139.864
F.N,Lil Tjay,224000,10/11/19,78,0.567,120.1
Look Back at It,A Boogie Wit da Hoodie,179449,12/21/18,74,0.791,96.057
My Way (feat. Monty),Fetty Wap,213053,9/25/15,66,0.748,128.077
POPSTAR (feat. Drake),DJ Khaled,200221,4/30/21,69,0.803,163.085
Wishing Well,Juice WRLD,194621,7/10/20,81,0.65,149.972
No Idea,Don Toliver,154424,3/13/20,80,0.652,127.998
Broccoli (feat. Lil Yachty),DRAM,225205,10/21/16,62,0.886,145.99
T-Shirt,Migos,242407,1/27/17,67,0.865,139.023
VALENTINO,24kGoldn,179133,11/22/19,73,0.746,150.964
Mood Swings (feat. Lil Tjay),Pop Smoke,213333,7/3/20,79,0.48,179.798
Armed And Dangerous,Juice WRLD,169999,12/10/18,78,0.736,130.032
Nowadays (feat. Landon Cube),Lil Skies,203907,12/12/17,68,0.745,79.993
Faucet Failure,Ski Mask The Slump God,145626,11/30/18,76,0.935,99.993
High Fashion (feat. Mustard),Roddy Ricch,220486,12/6/19,73,0.831,97.956
We Dem Boyz,Wiz Khalifa,224933,8/19/14,65,0.717,130.021
Go Crazy,Chris Brown,176960,5/8/20,78,0.755,94.148
Outside Today,YoungBoy Never Broke Again,129105,4/27/18,61,0.851,134.068
Star Shopping,Lil Peep,142000,2015,84,0.585,93.099
Dark Knight Dummo,Trippie Redd,256162,8/10/18,72,0.28,181.444
EARFQUAKE,"Tyler, The Creator",190066,5/17/19,81,0.554,79.635
Fine China,Future,141586,10/19/18,73,0.656,166.111
Erase Your Social,Lil Uzi Vert,199993,8/10/16,74,0.705,140.058
Suicidal,YNW Melly,222997,11/22/19,75,0.735,140.004
Taste (feat. Offset),Tyga,229210,6/7/19,72,0.866,98.001
Fake Love,Drake,210937,3/18/17,75,0.928,134.007
Mixed Personalities (feat. Kanye West),YNW Melly,230400,1/18/19,71,0.661,149.937
Love Me,Lil Wayne,255053,1/1/13,78,0.669,124.906
Calling My Phone,Lil Tjay,205458,4/2/21,81,0.907,104.949
GREECE (feat. Drake),DJ Khaled,219270,4/30/21,69,0.687,85.828
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,263773,10/1/10,77,0.76,131.497
After Party,Don Toliver,167915,3/13/20,80,0.629,162.948
Homicide (feat. Eminem),Logic,245386,5/10/19,75,0.694,140.055
Baby (Lil Baby feat. DaBaby),Quality Control,142417,8/16/19,76,0.97,108.003
Energy,Drake,181933,2/12/15,72,0.747,172.104
Lonely,Speaker Knockerz,186613,9/2/14,64,0.802,150.002
Power,Young Thug,187324,2/2/16,55,0.875,138.962
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,190534,7/20/20,78,0.905,130.97
10 Freaky Girls (with 21 Savage),Metro Boomin,208293,11/6/18,77,0.81,88.031
Wet Dreamz,J. Cole,239266,12/9/14,84,0.495,175.627
Obsessed With You,Central Cee,108650,9/10/21,73,0.746,143.062
Nice For What,Drake,210746,6/29/18,78,0.585,93.372
Candy Paint,Post Malone,227533,4/27/18,76,0.664,180.064
Rolex,Ayo & Teo,238586,3/15/17,70,0.804,144.946
All Mine,Kanye West,145506,6/1/18,75,0.925,121.927
Toosie Slide,Drake,247058,4/3/20,74,0.834,81.618
Bartier Cardi (feat. 21 Savage),Cardi B,224284,4/6/18,66,0.908,138.015
Lalala,Y2K,160626,6/28/19,75,0.843,129.972
Trafficante,N̩za,127384,9/22/22,50,0.729,129.985
Copacabana,Kassimi,116571,9/13/22,56,0.632,139.962
Giro La Nuit,Yunes LaGrintaa,169865,9/16/22,52,0.822,114.033
"Strade Unite (feat. Helmi sa7bi, emanuelino)",Uzi Lvke,210570,9/30/22,0,0.665,139.878
Cartier #1,Medy,157714,9/9/22,60,0.745,104.869
Tot�_ Riina,8blevrai,142602,8/26/22,54,0.739,119.986
Walkie Talkie,Delaru��,140571,9/22/22,47,0.635,139.936
YO,Mikush,145200,9/29/22,0,0.612,148.028
Best Life,N̩za,139349,6/21/22,52,0.826,130.066
PLAYA,Zefe,154926,7/22/22,61,0.786,130.015
Giri,Nabi,144638,6/23/22,55,0.692,100.089
SOCIAL,LUCHITOS,128925,9/30/22,0,0.776,121.044
RS6,SPOOKYPBL,132660,8/26/22,54,0.746,109.113
MUJER,Icy Subzero,161739,7/22/22,74,0.651,92.003
Sono tristi anche le star,Rayan,170597,9/30/22,0,0.7,161.918
Wroom Wroom,Kassimi,148190,7/19/22,57,0.741,138.013
Robe Da Maranza,8blevrai,153273,8/26/22,45,0.723,104.708
Dejavu,167 Gang,167829,9/7/22,52,0.8,103.984
BLCK MAMBA,Nerissima Serpe,165176,9/29/22,0,0.694,85.113
Vita,Iltunsi,171672,7/15/22,49,0.733,135.953
"La Famiglia (feat. 8blevrai, Kassimi, Yunes LaGrintaa, Sisco, N̩za & Nabi)",Rhove,309650,7/21/22,62,0.829,142.908
4MEGA SHOO,Diss Gacha,122482,6/15/22,51,0.749,144.915
Speranza e Fame,emanuelino,168979,7/15/22,49,0.699,140.012
Dream Team,ODT,164571,9/28/22,5,0.776,104.939
QUATTERI #2,Skinny,98707,8/5/22,54,0.579,68.909
Freestyle,SPOOKYPBL,88235,7/15/22,49,0.848,98.057
ItalGarage,Kuremino,144000,7/20/22,49,0.82,169.92
Mexico,N̩za,136068,2/15/22,48,0.857,129.938
OMC 2,BIG P,146672,9/29/22,0,0.789,98.964
Possessivo,Medy,155087,6/21/22,55,0.71,95.006
Minor̬,Kassimi,146275,5/19/22,52,0.67,98.041
TUTTO PERFETTO,Yung Pips,184615,7/29/22,38,0.681,129.948
A TE,Il Ghost,124195,7/1/22,51,0.616,143.024
Estorsione,MBOSS,216056,9/9/22,40,0.796,97.983
ARABO II,ZiYou,119172,9/9/22,36,0.725,144.929
Lycamobile,Don Pero,144000,9/1/22,44,0.401,180.106
ESTATE ZANZA,LA PLATA,173883,9/28/22,1,0.814,98.01
TMax Nero,Baby Rich,156364,9/15/22,39,0.627,136.818
10 MILA,Piccolo Plug,124511,8/15/22,44,0.833,134.96
Maledette vie,Young Rame,179914,9/15/22,43,0.689,142.945
GRA,Depha Beat,171333,9/30/22,0,0.675,89.687
La Night,4m,140666,7/29/22,37,0.706,133.989
NO CONFIDENCE,Rione,179280,9/23/22,35,0.561,156.06
QUANTO CASINO,Venz,166516,9/30/22,0,0.684,94.995
"BANDOLERO (feat. Kerim Levrai, Madprince, Marsiglia, Orfedi)",GROUP5,137142,8/5/22,41,0.75,132.964
Fogli strappati,Naver,122152,9/23/22,26,0.708,130.135
MISS YOU,ZE7E,190000,9/16/22,39,0.515,95.739
Delinquendo,Disme,139342,9/2/22,49,0.901,104.744
CRACK COCA,LXX Blood,86715,9/21/22,28,0.838,137.235
pieces.,Iman Nunez,175597,9/28/22,0,0.667,93.237
Broken Record,Michael Jacques Parker,185693,9/25/22,18,0.641,136.944
Frenes�_,Brochas On Da Beat!,107816,9/8/22,18,0.747,90.996
Don't Fuck Wit tha Kid,Deezy Baby 971,221954,8/26/22,26,0.855,133.013
Muddy Waters,Pnda Blak,292913,9/22/22,32,0.54,121.04
All I'm Sayin',Michael Jacques Parker,163333,9/25/22,8,0.688,144.094
Gatman,Zoe Forte,151902,9/21/22,34,0.651,77.527
Weste,Trap Zombie,180000,9/21/22,20,0.925,120.04
LVL UP,L.U.K.O.,128450,7/14/22,43,0.69,141.421
Krik City by Night,CILUS THE KID,145600,9/16/22,36,0.705,150.058
Kopflos,Krabat 808,184080,7/1/22,39,0.816,136.996
Six Like U,CILUS THE KID,159272,9/16/22,36,0.598,109.992
Lea,Akimo Beat,99567,9/1/22,34,0.616,170.093
To Drunk to dance,Cantbebrokeforever,373500,6/29/22,26,0.831,130.011
Sinners,OG Gazo,141000,7/2/21,33,0.863,139.95
Walk with Me,DannyDXP,232727,9/1/22,37,0.569,83.433
Check Me Out,LiL Kaa,155820,4/17/20,35,0.901,140.974
Drip,o24,168000,9/7/22,24,0.819,99.978
The Return,Gaknew Roxwel,223936,8/3/22,40,0.625,88.028
Plot Twist,Zoe Forte,172251,8/3/22,42,0.631,141.253
Show Ya,Prince Melodic,208124,3/30/22,38,0.728,112.005
700,Galaxy Meka,125530,8/24/22,32,0.622,76.5
Painhouse / Penthouse,Labreeze,244072,4/9/22,39,0.654,155.059
"Talk To Me Nice (Feat. Meek Mill, Moneybagg Yo & Blxst)",The Game,225350,8/12/22,65,0.895,136.982
Slide (Ft. 21 Savage / Remix),Madmarcc,155135,8/3/22,61,0.762,161.016
POPSTAR (feat. Drake),DJ Khaled,200221,7/17/20,75,0.8,163.071
PICK UP (feat. Quavo),DaBaby,118546,4/17/20,60,0.915,129.93
Flex (feat. Juice WRLD),Polo G,163902,5/15/20,74,0.752,164.009
I Get The Bag (feat. Migos),Gucci Mane,233087,8/17/17,0,0.89,139.948
Dreams and Nightmares,Meek Mill,230693,10/26/12,73,0.631,79.745
Work Out,J. Cole,235320,9/27/11,80,0.831,93.004
Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),A Boogie Wit da Hoodie,258158,9/29/17,62,0.611,172.076
Astronaut In The Ocean,Masked Wolf,132780,4/30/21,0,0.778,149.996
Got It On Me,Pop Smoke,164579,7/3/20,78,0.688,88.834
"Talk About Me (feat. Kid Cudi, Denzel Curry & JID)",Dot Da Genius,185454,6/24/22,64,0.789,88.01
ESCAPE PLAN,Travis Scott,149610,11/5/21,72,0.839,154.12
MISS ME?,Kordhell,133548,9/23/22,62,0.682,124.076
Push It,Kevin Gates,180883,9/27/19,59,0.821,140.012
No Sucker (feat. Moneybagg Yo),Lil Baby,188606,2/28/20,63,0.9,129.966
The Box,MEDIKAL,203524,2/25/20,45,0.784,125.122
IMMACULATE - Sad Remix,VISXGE,105683,9/16/22,44,0.751,118.033
Your Bed,T Royal,141745,8/23/22,50,0.821,124.996
One Of My,Future,142978,5/15/20,52,0.95,114.009
I Don't Fuck With You,Big Sean,284386,2/24/15,55,0.823,97.972
Bodak Yellow,Cardi B,223962,6/16/17,59,0.929,125.022
Panini - DaBaby Remix,Lil Nas X,151040,9/13/19,65,0.717,153.905
IMPOSTER SYNDROME,MoonDeity,120000,9/30/22,0,0.552,105.01
IT HAPPENED!,YNG Martyr,108413,9/1/22,49,0.809,72.503
MotorSport,Migos,307660,10/27/17,2,0.901,138.003
ONLY GOD FORGIVES,Anonymuz,161607,6/21/22,43,0.691,140.016
medusa!,MUPP,101500,9/23/22,50,0.755,125.037
Alright,Kendrick Lamar,219333,3/16/15,80,0.796,110.034
Michael J Scott,Ghostluvme,128167,8/30/22,48,0.725,82.449
MUGETSU,Eternal Raijin,115200,9/16/22,47,0.611,149.994
RIGHT BACK!,Sinizter,124800,9/30/22,0,0.822,125.104
Slime Sauce,D. Weathers,164133,6/1/22,44,0.686,88.521
Invincible,Pop Smoke,127546,2/7/20,79,0.548,142.791
Death Lotto,ovg!,133896,7/11/22,68,0.799,121.998
Whoopty,CJ,123262,8/20/20,74,0.719,140.201
Watch,E the profit,111428,8/19/22,45,0.87,139.895
Over The Top (feat. Drake),Smiley,153406,7/23/21,70,0.833,139.928
Dealing,Soldier Kidd,164126,8/10/22,51,0.865,93.989
Stormy,Bigticket1k,146886,9/9/22,38,0.637,169.91
EAT MY DICK!!!!!!!!,Lil Toe,98250,8/26/22,46,0.838,159.982
af1,lilbubblegum,141007,2/7/20,69,0.578,139.993
Afford Me,E the profit,145176,9/23/22,40,0.594,171.944
Penthouse Shordy,Dom Corleo,126615,8/19/22,44,0.684,131.866
Free Yola,Anti Da Menace,163998,9/21/22,34,0.839,154.869
Owls,Ghostluvme,140399,8/30/22,47,0.696,170.137
Way Out (feat. Big Sean),Jack Harlow,168906,12/11/20,69,0.945,108.025
Lifestyle,Platnume,155675,8/4/22,31,0.78,148.086
No Friends In The Industry,Drake,204346,9/3/21,74,0.84,83.737
Wit a Bottle Remix,YUNG XAVI,210233,4/14/22,38,0.731,160.075
Baby Shark,RALAN STYLES,156059,8/20/22,69,0.843,160.005
MISA MISA!,CORPSE,85894,8/26/22,80,0.672,95.014
Stole My Chicken,Slim Guerilla,167150,8/12/22,36,0.666,162.091
Differences,Rowdy Rebel,205973,11/25/21,36,0.782,133.944
PERIL!,Ethan Ross,116612,9/9/22,42,0.441,92.502
Honestly,870glizzy,114867,8/22/22,46,0.547,139.91
Glitch In The Matrix,Flight,118260,9/8/22,44,0.852,137.97
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,279906,12/20/19,70,0.845,111.983
Murder Bitch,Anti Da Menace,293877,6/3/22,54,0.825,163.916
Moving Tact,Prophet the Artist,139967,8/26/22,48,0.652,96.725
MASERATI,Sinizter,119437,8/5/22,40,0.868,105.006
One Time,PCA Beezy,122096,1/31/22,36,0.791,129.973
Shoot My Shot,IDK,172105,4/16/21,57,0.756,92.036
Mood,Famous Kid Brick,140800,7/22/22,36,0.83,150.003
Like A Meal,Flight,146580,9/8/22,44,0.627,95.045
Zetsu,Tino Szn,145493,7/22/22,39,0.691,134.022
Trophies,Young Money,188320,1/1/14,75,0.746,143.931
Still Undefeated,Darius King,123924,9/2/22,31,0.727,124.127
Superstar (feat. Justin Clancy),Chris Webby,210709,7/27/22,52,0.358,75.849
Flex On My Ex (with Bankrol Hayden),KillBunk,166804,7/25/22,52,0.619,85.285
Dragon talez,Baby Gooo,126171,8/11/22,28,0.816,98.994
RAPSTAR,Polo G,165925,4/9/21,35,0.789,81.039
Certified,Quala,177648,7/1/22,37,0.847,131.038
Twist It,Tylan,172933,7/1/22,39,0.676,130.169
Fuck Shit (with Jasiah) - Remix,870glizzy,122186,5/27/22,56,0.703,165.112
Runnin,21 Savage,195906,10/2/20,79,0.819,143.01
I Hide,Haven,145022,5/3/22,30,0.723,124.987
Splash (feat. Moneybagg Yo),Tyga,173161,6/11/21,63,0.794,135.984
30 Thousand,TrappedOut Kimbo,160941,4/8/22,32,0.703,169.932
Need It Now,T Rose,115121,5/17/22,34,0.826,145.995
Wolves (feat. Post Malone),Big Sean,199758,9/4/20,77,0.724,160.048
Within Me,Will Roush,148333,6/3/20,31,0.647,144.086
44 BullDog,Pop Smoke,150857,7/3/20,64,0.8,139.989
0 To 100 / The Catch Up,Drake,275226,7/14/13,71,0.559,176.618
ALL GAS NO BRAKES,Sinizter,140990,6/17/22,51,0.798,95.028
All for me,Avi,129332,6/17/22,37,0.543,179.663
Leeches,Crazy Town,212623,7/1/22,46,0.406,159.974
"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,165366,4/30/21,70,0.757,124.036
Butterfly Doors,Avi,154666,2/25/22,38,0.699,89.97
RIP,Rell Money,147938,7/15/22,40,0.565,83.259
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,224042,5/13/21,74,0.792,134.997
Better Love (feat. King Mel & 200k),Rell Money,155927,7/15/22,40,0.762,93.996
See You Space Cowboy...,Logic,240228,7/30/21,53,0.507,93.994
Tyler Herro,Jack Harlow,156497,10/22/20,71,0.794,123.066
No Halo,Cartoon,144992,5/27/22,59,0.604,173.982
POP,Lil Uzi Vert,227474,3/6/20,59,0.741,139.891
Do It,DJ Paul,223474,6/17/22,35,0.763,151.986
AP - Music from the film Boogie,Pop Smoke,171891,2/26/21,69,0.751,148.014
Masterpiece,DaBaby,181714,1/15/21,72,0.781,139.988
Blueberry Faygo,Lil Mosey,162546,2/7/20,74,0.774,99.034
Bad Boy (with Young Thug),Juice WRLD,157355,1/15/21,72,0.697,81.535
GANG GANG (with Lil Wayne),Polo G,178775,5/21/21,63,0.752,145.05
durag activity (with Travis Scott),Baby Keem,225020,4/30/21,65,0.89,80.462
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,144349,3/19/21,0,0.809,117.982
Modern Day,Migos,241790,6/11/21,59,0.87,134.944
Japan,Hensonn,134844,3/25/22,54,0.773,114.991
Sneakin�۪,Drake,251333,10/24/16,65,0.806,85.011
Want Her,Mustard,275560,9/30/16,67,0.828,101.012
WIN,Jay Rock,215226,6/15/18,64,0.879,125.994
Pain,Pusha T,250506,1/1/12,39,0.607,92.283
No Mercy (Intro),Young M.A,131289,9/27/19,44,0.666,180.105
Like That,Conor Ross,183706,9/4/20,38,0.81,128.024
Faneto,Chief Keef,206654,6/16/15,27,0.849,144.188
Florida Girl,Lil $o$o,110769,5/16/22,31,0.773,156.042
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,126960,5/26/15,70,0.485,207.982
Element,Pop Smoke,135746,2/7/20,80,0.772,61.311
RICKY,Denzel Curry,147866,5/31/19,64,0.776,169.03
Graduation,Pretty Shy,192700,8/12/22,25,0.933,137.056
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,146009,7/30/20,53,0.809,143.988
This Is America,Florence Nevada,161495,2/19/21,51,0.919,119.988
Narrow Road (feat. Lil Baby),NLE Choppa,240297,7/30/20,61,0.614,159.999
Go Stupid,Polo G,165726,5/15/20,72,0.92,141.034
Isis (feat. Logic),Joyner Lucas,236501,3/27/20,71,0.884,120.004
Gospel,Rich Brian,173294,5/12/17,65,0.681,156.004
Broke In A Minute,Tory Lanez,132023,4/10/20,74,0.929,120.009
Payroll (feat. Payroll Giovanni),Tee Grizzley,218400,3/20/20,49,0.587,129.633
GOKU,Jaden,192880,10/5/18,53,0.471,139.999
6locc 6a6y (feat. NLE Choppa) - Remix,Lil Loaded,176583,6/19/20,57,0.862,125.101
Fight Night,Migos,216247,6/3/14,14,0.874,89.961
Local Scammer - Remix,G4 Boyz,219249,6/26/20,51,0.86,148.987
New Level (feat. Future),A$AP Ferg,267211,12/18/15,61,0.526,121.127
Big Drip,Fivio Foreign,168306,11/13/19,50,0.814,139.956
King Kunta,Kendrick Lamar,234693,3/16/15,74,0.884,107.059
Recent Thoughts (Remastered),LANO,184111,2/21/21,0,0.957,120.122
Bayside With A Broad,Jupiter$ Tyrade,118285,5/14/21,0,0.763,140.042
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,194732,10/5/18,71,0.753,132.055
Red Light Green Light,DaBaby,159082,6/25/21,72,0.933,119.987
Killer (feat. Jack Harlow & Cordae) - Remix,Eminem,236665,5/28/21,70,0.924,99.01
At Will (feat. EST Gee),G-Eazy,170840,7/30/21,51,0.824,124.972
OG Bang,Taz Conley,177831,9/16/22,27,0.644,171.032
Ups & Downs,Flannel Gang Plaid Click,258000,9/29/22,0,0.655,79.972
What'z My Name,Tayze,207046,8/23/22,0,0.738,129.932
Same Car,G.X.Uru,241133,7/25/22,39,0.796,137.97
Silent (I Might Love You),Michael Jacques Parker,271764,9/25/22,15,0.587,135.924
Do You Even,CILUS THE KID,136000,9/16/22,36,0.667,150.001
My Place,Michael Jacques Parker,193684,9/25/22,7,0.594,170.868
California Genie,Skyrae,217125,9/1/22,38,0.48,160.068
Let's Hear It,The Way I Be,231274,11/19/21,22,0.888,90.143
Reflections,Apothecary Raincoat,112232,9/9/22,26,0.628,142.006
Selfish,PnB Rock,245604,1/13/17,76,0.638,101.981
IT AIN'T SAFE (feat. Nardo Wick & Kodak Black),DJ Khaled,170197,8/26/22,71,0.742,147.958
Blues (feat. Future),G Herbo,145862,9/16/22,67,0.772,149.05
Seoul,AJ Tracey,171160,6/16/22,70,0.775,159.924
Scary Sight,Zack Ink,312000,8/19/22,59,0.6,149.962
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,178176,8/26/22,79,0.677,129.974
LA Leakers Freestyle,Central Cee,178000,9/9/22,76,0.797,142.001
Face Off,Tech N9ne,219802,10/8/21,74,0.693,80.882
N95,Kendrick Lamar,195950,5/13/22,52,0.79,139.956
pushin P (feat. Young Thug),Gunna,136266,1/7/22,19,0.773,77.502
Tik Tok,Steelo P.,207045,7/15/22,32,0.81,129.999
"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",Lil Yachty,232838,5/29/20,61,0.784,124.603
All She Wrote,KR MalaGrino,199209,5/14/22,21,0.485,141.122
"Run (feat. Tyga, 21 Savage & BIA)",YG,237623,6/24/22,67,0.817,101.028
From The D 2 The LBC (with Snoop Dogg),Eminem,215120,6/24/22,72,0.73,82.037
D.M.B.,A$AP Rocky,291611,5/5/22,69,0.727,140.014
Praise God,Kanye West,226652,8/29/21,17,0.798,118.029
Lethal,Project North,120000,2/14/19,40,0.76,141.806
Venom - Music From The Motion Picture,Eminem,269573,9/21/18,74,0.75,135.954
Cooped Up (with Roddy Ricch),Post Malone,185857,5/12/22,79,0.669,93.923
SERMON,Luqman,187812,9/23/22,18,0.837,144.109
Pressurelicious (feat. Future),Megan Thee Stallion,173061,7/21/22,70,0.844,146.976
Super,Cordae,177553,1/14/22,68,0.899,139.027
HOME,Mike Dimes,174915,2/15/22,66,0.895,118.019
Metaverse,Yung P,169813,9/9/22,21,0.903,102.529
Rookie Of The Year,Moneybagg Yo,120110,6/1/21,62,0.881,87.996
Freaky Money Luv,Just Rite da Bandit,192853,9/10/22,14,0.886,88.004
Intro (Hate On Me),Meek Mill,174805,10/1/21,58,0.647,150.995
Jumpin (feat. Polo G),NLE Choppa,181198,11/5/21,69,0.826,127.925
Surround Sound (feat. 21 Savage & Baby Tate),JID,229938,1/14/22,75,0.57,76.006
Eat It,Megan Thee Stallion,169420,10/29/21,61,0.843,137.932
Bad Man (Smooth Criminal),Polo G,106000,11/12/21,28,0.882,120.034
Doubted Me,LAF��N,193235,12/28/21,22,0.737,90.016
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,279853,10/8/21,72,0.739,75.575
Ye Not Crazy,Joyner Lucas,226758,4/1/22,64,0.862,145.191
Delivery,Meka,163471,5/29/19,29,0.888,130.142
Show No Love,XI,117500,6/30/22,24,0.837,133.011
LOST,NF,234852,3/26/21,61,0.637,116.919
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler, The Creator",146419,6/25/21,70,0.827,142.034
Hold That Heat (feat. Travis Scott),Southside,221538,4/22/22,72,0.744,130.045
skrtoff!,ela,127824,9/23/22,1,0.524,86.73
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,161052,8/27/21,70,0.681,151.951
Ambition For Cash,Key Glock,143480,10/1/21,71,0.841,149.012
Through The Storm,Cxc,220000,9/8/22,16,0.779,119.894
Interest,Decimus Ray,114427,8/21/22,20,0.929,100.993
Hot (feat. Moneybagg Yo),Meek Mill,150527,10/1/21,62,0.773,153.1
Man Of The Year,ScHoolboy Q,216013,1/1/14,71,0.749,111.914
Scatter Brain (feat. Ludacris & JID),Conway the Machine,209117,4/16/21,67,0.855,135.987
Ashes,Michael Seuss,192408,1/16/18,20,0.578,78.863
Lossa,Moh Ciss,134769,9/9/22,17,0.776,141.021
CAN'T TOUCH THIS,BIA,146597,10/22/21,62,0.975,125.953
Astronaut In The Ocean,Masked Wolf,132780,1/1/19,57,0.778,149.996
NEVER,JID,241682,3/10/17,63,0.594,103.974
Started From the Bottom,Drake,173160,1/1/13,44,0.792,86.32
Art of War (feat. Denzel Curry & Rico Nasty),Jasiah,186472,6/4/21,58,0.782,138.965
"Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat)",Skepta,168727,6/18/21,53,0.652,165.063
Gang Shit No Lame Shit,Key Glock,131600,11/23/18,72,0.828,115.071
...Leave...Me...Please...,Nok,288891,12/20/21,18,0.451,108.139
I Like It,Cardi B,253390,4/6/18,79,0.816,136.048
From The Garden (feat. Lil Uzi Vert),Isaiah Rashad,189306,7/30/21,58,0.866,142.04
Slick,Cris Gamble,199555,9/23/22,0,0.735,135.029
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,176702,3/24/17,76,0.728,129.938
What�۪s Next,Drake,178153,3/5/21,76,0.781,129.895
JU$T (feat. Pharrell Williams & Zack de la Rocha),Run The Jewels,205160,6/3/20,53,0.68,132.416
...Done...With...This...,Nok,354626,12/20/21,18,0.508,144.869
Show Out (with Skepta & Pop Smoke),Kid Cudi,174960,12/11/20,72,0.619,143.896
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,225266,2/9/18,64,0.566,81.774
Poke It Out (feat. J. Cole),Wale,183333,9/30/21,60,0.778,98.97
Top Floor,S.A. Vents,174000,8/29/22,23,0.784,80.036
Longest Time,Precedence,194944,4/12/20,28,0.748,120.039
LONDON (feat. J. Cole),BIA,250722,4/8/22,71,0.644,132.001
New Orleans,The Kyd,198991,9/2/22,25,0.733,150.01
Lemon Pepper Freestyle (feat. Rick Ross),Drake,383036,3/5/21,72,0.77,94.966
Rich MF (feat. Polo G & Lil Durk),Trippie Redd,247714,8/20/21,6,0.756,77.497
4 Da Gang (with Roddy Ricch),42 Dugg,156367,5/21/21,74,0.87,100.458
Clash (feat. Stormzy),Dave,251733,7/8/21,70,0.871,140.013
Broccoli,PRINCELY,152000,4/8/22,32,0.96,120.003
STATIC,MeanMelly,171441,9/2/22,29,0.859,116.029
Hurricane,Kanye West,243187,8/29/21,8,0.587,80.009
Bestie,DaBaby,111970,3/4/22,73,0.807,146.031
Go Crazy (feat. Big Sean & 2 Chainz),Megan Thee Stallion,225013,11/20/20,48,0.919,95.965
BANKROLL (feat. A$AP Rocky & A$AP Ferg),BROCKHAMPTON,202560,4/9/21,57,0.784,149.059
Proflexion,ProJeCtion,137142,9/30/22,0,0.906,139.986
Diamond Dogs,PM Lowe,193340,4/29/22,24,0.743,144.977
Shots At Your Captain,The Outcastkid,177893,4/10/22,24,0.953,119.975
Swingin',Luwidakid,165291,6/25/22,11,0.837,139.972
Body (Remix) - feat. Jack Harlow,Tion Wayne,168510,5/24/21,50,0.885,141.062
9 5 . s o u t h,J. Cole,196946,5/14/21,66,0.713,71.724
Need It (feat. YoungBoy Never Broke Again),Migos,195680,6/11/21,66,0.852,148.005
Ima Boss (feat. Rick Ross),Meek Mill,250240,5/23/11,65,0.37,79.092
Trophies,Young Money,188320,1/1/14,0,0.74,143.894
"Love, Drugs, and Money",Cole Zeus,186660,8/17/22,24,0.601,78.505
Pabla,Zeke Pablo,211800,5/22/22,15,0.895,100.092
Lunch Bag,Trub,149603,1/28/22,20,0.84,129.922
Mercy.1,Kanye West,326346,1/1/12,0,0.731,140.131
151 Rum,JID,156780,11/26/18,71,0.756,129.983
Never Leave,B tha One,167993,9/12/22,11,0.54,161.976
El Chapo,The Game,220078,10/16/15,56,0.747,127.096
'Till I Collapse,Eminem,297893,5/26/02,1,0.551,171.411
We Dem Boyz,Wiz Khalifa,224933,2/11/14,43,0.717,130.021
Caught Up,GiGi Polar,127546,9/30/22,0,0.79,151.202
Lose Yourself,Eminem,320626,11/24/14,74,0.689,171.403
Twisted Valentines,Blk Americana,194768,8/14/22,11,0.537,157.716
Mo��t Stained Margiela,Kayron,190960,9/13/22,17,0.471,117.285
Black and Yellow,Wiz Khalifa,217666,9/14/10,46,0.684,164.02
No Role Modelz,J. Cole,292986,12/9/14,11,0.692,100.45
Still D.R.E.,Dr. Dre,268004,11/16/99,0,0.814,93.43
Bad and Boujee (feat. Lil Uzi Vert),Migos,343150,4/7/17,19,0.926,127.079
Crash Out,Andez Santana,170781,8/12/22,25,0.553,91.491
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,232506,3/2/10,69,0.545,150.097
Red Nation,The Game,229480,1/1/11,63,0.405,82.918
War,ArrDee,166871,2/3/22,62,0.754,142.099
